interaction,directionality,classification,modulatory_effect,interactor1,interactor2,cell1,cell2
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNE,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNE,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNE,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNE,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNE,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNE,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNE,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNE,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNG,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNG,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNG,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNG,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNG,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNG,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNG,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
CHAT+SLC10A4 -> CHRNA1+CHRNB1+CHRND+CHRNG,Ligand-Receptor,Signaling by Choline acetyltransferase ,,SLC10A4,CHRNB1,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA4,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA4,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA4,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA4,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA4,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA4,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA4,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA4,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA5,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA5,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA5,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA5,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA5,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA5,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA5,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA5,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA7,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA7,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA7,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA7,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA7,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA7,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA7,STRIATUM_2,STRIATUM_1
EFNA3 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA3,EPHA7,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA7,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA7,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA7,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA7,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA7,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA7,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA7,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA7,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_2,STRIATUM_1
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
BTC -> EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,,BTC,EGFR,STRIATUM_2,STRIATUM_1
BTC -> EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,,BTC,EGFR,STRIATUM_2,STRIATUM_1
BTC -> EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,,BTC,EGFR,STRIATUM_2,STRIATUM_1
BTC -> EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,,BTC,EGFR,STRIATUM_2,STRIATUM_1
BTC -> EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,,BTC,EGFR,STRIATUM_2,STRIATUM_1
BTC -> EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,,BTC,EGFR,STRIATUM_2,STRIATUM_1
BTC -> EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,,BTC,EGFR,STRIATUM_2,STRIATUM_1
BTC -> EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,,BTC,EGFR,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
NCAM1 -> FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,,NCAM1,FGFR1,STRIATUM_2,STRIATUM_1
NCAM1 -> FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,,NCAM1,FGFR1,STRIATUM_2,STRIATUM_1
NCAM1 -> FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,,NCAM1,FGFR1,STRIATUM_2,STRIATUM_1
NCAM1 -> FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,,NCAM1,FGFR1,STRIATUM_2,STRIATUM_1
NCAM1 -> FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,,NCAM1,FGFR1,STRIATUM_2,STRIATUM_1
NCAM1 -> FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,,NCAM1,FGFR1,STRIATUM_2,STRIATUM_1
NCAM1 -> FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,,NCAM1,FGFR1,STRIATUM_2,STRIATUM_1
NCAM1 -> FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,,NCAM1,FGFR1,STRIATUM_2,STRIATUM_1
FLRT1 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_2,STRIATUM_1
FLRT1+TENM2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_2,STRIATUM_1
FLRT1+TENM2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_2,STRIATUM_1
FLRT1+TENM4 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_2,STRIATUM_1
FLRT1+TENM4 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_2,STRIATUM_1
FLRT2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT2,ADGRL1,STRIATUM_2,STRIATUM_1
FLRT3+TENM2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT3,ADGRL1,STRIATUM_2,STRIATUM_1
FLRT3+TENM2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT3,ADGRL1,STRIATUM_2,STRIATUM_1
FLRT3+TENM4 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT3,ADGRL1,STRIATUM_2,STRIATUM_1
FLRT3+TENM4 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT3,ADGRL1,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABBR1,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABBR1,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABBR1,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABBR1,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABBR2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABBR2,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABBR2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABBR2,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD1+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABBR1,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABBR1,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABBR1,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABBR1,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABBR2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABBR2,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABBR2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABBR2,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
GAD2+SLC6A1 -> GABRA5+GABRB3+GABRG2,Ligand-Receptor,Signaling by GABA,,SLC6A1,GABRA5,STRIATUM_2,STRIATUM_1
LGALS3 -> MERTK,Ligand-Receptor,Signaling by Galectin,,LGALS3,MERTK,STRIATUM_2,STRIATUM_1
LGALS3 -> MERTK,Ligand-Receptor,Signaling by Galectin,,LGALS3,MERTK,STRIATUM_2,STRIATUM_1
LGALS3 -> MERTK,Ligand-Receptor,Signaling by Galectin,,LGALS3,MERTK,STRIATUM_2,STRIATUM_1
LGALS3 -> MERTK,Ligand-Receptor,Signaling by Galectin,,LGALS3,MERTK,STRIATUM_2,STRIATUM_1
LGALS3 -> MERTK,Ligand-Receptor,Signaling by Galectin,,LGALS3,MERTK,STRIATUM_2,STRIATUM_1
LGALS3 -> MERTK,Ligand-Receptor,Signaling by Galectin,,LGALS3,MERTK,STRIATUM_2,STRIATUM_1
LGALS3 -> MERTK,Ligand-Receptor,Signaling by Galectin,,LGALS3,MERTK,STRIATUM_2,STRIATUM_1
LGALS3 -> MERTK,Ligand-Receptor,Signaling by Galectin,,LGALS3,MERTK,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIA1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIA1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIA2,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA2,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIA2,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA2,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIA4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA4,STRIATUM_2,STRIATUM_1
